# Constructed from biom file
#OTU ID	C01.05102014.R1.D01	C01.05102014.R1.D02	C01.05102014.R1.D03	C02.05102014.R1.D01	C02.05102014.R1.D02	C02.05102014.R1.D03	C03.05102014.R1.D01	C03.05102014.R1.D02	C03.05102014.R1.D03	C04.05102014.R1.D01	C04.05102014.R1.D02	C04.05102014.R1.D03	C05.05102014.R1.D01	C05.05102014.R1.D02	C05.05102014.R1.D03	C06.05102014.R1.D01	C06.05102014.R1.D02	C06.05102014.R1.D03	C07.05102014.R1.D01	C07.05102014.R1.D02	C07.05102014.R1.D03	C08.05102014.R1.D01	C08.05102014.R1.D02	C08.05102014.R1.D03	C09.05102014.R2.D04	C09.05102014.R2.D05	C09.05102014.R2.D06	C10.05102014.R1.D01	C10.05102014.R1.D02	C10.05102014.R1.D03	C11.06102014.R1.D01	C11.06102014.R1.D02	C11.06102014.R1.D03	C12.06102014.R2.D01	C12.06102014.R2.D02	C12.06102014.R2.D03	C13.06102014.R2.D10	C13.06102014.R2.D11	C13.06102014.R2.D12	C14.06102014.R1.D01	C14.06102014.R1.D02	C14.06102014.R1.D03	C15.06102014.R2.D01	C15.06102014.R2.D02	C15.06102014.R2.D03	C16.06102014.R1.D01	C16.06102014.R1.D02	C16.06102014.R1.D03	C17.06102014.R1.D01	C17.06102014.R1.D02	C17.06102014.R1.D03	C18.06102014.RE1.D04	C18.06102014.RE1.D05	C18.06102014.RE1.D06
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae	0.000558438551329	0.000313270406843	0.0001906863346	0.0006674021711	0.0003813726692	0.000681022623572	0.0002860295019	6.81022623572e-05	0.000245168144486	9.53431673e-05	1.36204524714e-05	9.53431673e-05	0.000517577193914	0.000231547692014	6.81022623572e-05	0.000108963619771	2.72409049429e-05	6.81022623572e-05	6.81022623572e-05	6.81022623572e-05	5.44818098857e-05	4.08613574143e-05	8.17227148286e-05	0.000217927239543	4.08613574143e-05	0.000122584072243	8.17227148286e-05	1.36204524714e-05	0.000149824977186	5.44818098857e-05	1.36204524714e-05	1.36204524714e-05	8.17227148286e-05	0.000217927239543	0.0	9.53431673e-05	0.00942535311023	0.00992930985167	0.0126942617034	0.000108963619771	0.0	9.53431673e-05	0.0002860295019	0.000149824977186	0.0002860295019	0.000217927239543	0.000313270406843	2.72409049429e-05	0.000108963619771	6.81022623572e-05	6.81022623572e-05	0.000394993121672	0.000422234026614	0.000108963619771
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__SAGMA-X	1.36204524714e-05	0.0	1.36204524714e-05	0.0	0.0	0.0	4.08613574143e-05	4.08613574143e-05	4.08613574143e-05	0.00607472180226	0.00822675329274	0.00642885356652	0.00281943366159	0.00279219275664	0.00315994497337	5.44818098857e-05	0.000122584072243	0.000108963619771	0.0267233277489	0.0213023876653	0.0307549816805	4.08613574143e-05	0.000163445429657	0.000394993121672	0.037183835247	0.0459145452812	0.0291069069314	0.001906863346	0.00126670207984	0.00137566569961	0.0001906863346	0.000245168144486	0.000299649954371	0.0110325665019	0.00655143763876	0.0134570070418	0.0	0.0	0.0	8.17227148286e-05	2.72409049429e-05	1.36204524714e-05	0.0170119451368	0.021928928479	0.0204034378022	0.0025742655171	0.0046718151977	0.00311908361596	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrosocaldales;f__Nitrosocaldaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000122584072243	1.36204524714e-05	0.000177065882129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae	0.00208392922813	0.00189324289353	0.00196134515589	0.0013348043422	0.00189324289353	0.0011441180076	0.00117135891254	0.000885329410643	0.000789986243343	0.000463095384029	0.000394993121672	0.000681022623572	0.00129394298479	0.00117135891254	0.000776365790872	0.000422234026614	0.000258788596957	0.000149824977186	0.000245168144486	0.000408613574143	0.000272409049429	0.00107601574524	0.00151187022433	0.00235633827756	0.00130756343726	0.000830847600757	0.00102153393536	0.000789986243343	0.000926190768057	0.000558438551329	0.00113049755513	0.000994293030414	0.00121222026996	0.0016208338441	0.00149824977186	0.00192048379847	0.00358217899999	0.0033370108555	0.00392269031177	0.00570696958553	0.00548904234599	0.00396355166919	0.00264236777946	0.00251978370721	0.0035276971901	0.0072460807148	0.0092482872281	0.00766831474142	0.00414061755132	0.00503956741443	0.00574783094294	0.00153911112927	0.0023835791825	0.00137566569961
k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004767158365	0.000531197646386	0.000585679456272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000503956741443	6.81022623572e-05	0.000612920361214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000340511311786	0.000422234026614	0.000299649954371	0.0	0.0	0.0	4.08613574143e-05	0.0	0.000122584072243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	2.72409049429e-05	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__YNPFFA;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.81022623572e-05	9.53431673e-05	9.53431673e-05	0.000122584072243	0.0001906863346	0.000108963619771	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__YNPFFA;f__SK322	1.36204524714e-05	5.44818098857e-05	8.17227148286e-05	1.36204524714e-05	0.0	2.72409049429e-05	1.36204524714e-05	6.81022623572e-05	1.36204524714e-05	1.36204524714e-05	0.0	0.0	1.36204524714e-05	0.000108963619771	0.0	0.0	2.72409049429e-05	0.000108963619771	5.44818098857e-05	5.44818098857e-05	1.36204524714e-05	0.0	0.0	4.08613574143e-05	0.134992304444	0.198776883368	0.15392473338	0.0124627140114	0.0125852980836	0.0101199961863	0.0	0.0	2.72409049429e-05	0.000585679456272	0.000517577193914	0.000803606695814	0.0	0.0	0.0	4.08613574143e-05	2.72409049429e-05	0.0	9.53431673e-05	8.17227148286e-05	0.000149824977186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08613574143e-05	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__pMC1	0.0	4.08613574143e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae	2.72409049429e-05	1.36204524714e-05	0.0	1.36204524714e-05	4.08613574143e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	2.72409049429e-05	0.0	2.72409049429e-05	2.72409049429e-05	0.0	0.0	0.0	0.0	1.36204524714e-05	2.72409049429e-05	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;Other	0.0	2.72409049429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	2.72409049429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72409049429e-05
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__	0.0	4.08613574143e-05	2.72409049429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	1.36204524714e-05	5.44818098857e-05	0.0001906863346	0.000245168144486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72409049429e-05	5.44818098857e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.72409049429e-05	2.72409049429e-05	0.0	2.72409049429e-05	0.000108963619771	8.17227148286e-05	0.00110325665019	0.00106239529277	0.00130756343726	0.0	4.08613574143e-05	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__CCA47	0.0	4.08613574143e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__DHVEG-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08613574143e-05	4.08613574143e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae]	0.000531197646386	0.000394993121672	0.00108963619771	0.000721883980986	0.000544818098857	0.0004767158365	0.0007627453384	0.000408613574143	0.000367752216729	0.00102153393536	0.000844468053229	0.00236995873003	0.000898949863114	0.000694643076043	0.000735504433457	0.0108146392623	0.00649695582887	0.00708263528514	0.000245168144486	0.000490336288972	0.000503956741443	0.0002860295019	0.000149824977186	0.000217927239543	0.00113049755513	0.00138928615209	0.00170255655893	0.000503956741443	0.000585679456272	0.000313270406843	4.08613574143e-05	2.72409049429e-05	6.81022623572e-05	0.000258788596957	0.000217927239543	0.000313270406843	0.0004767158365	0.000231547692014	0.000408613574143	0.000422234026614	5.44818098857e-05	6.81022623572e-05	4.08613574143e-05	6.81022623572e-05	0.000354131764257	0.0002860295019	8.17227148286e-05	8.17227148286e-05	6.81022623572e-05	0.000122584072243	0.000136204524714	0.000245168144486	0.000354131764257	0.000272409049429
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Picrophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00194772470341	0.00130756343726	0.00156635203421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114;f__	0.0	0.0	0.0	0.0	0.0	5.44818098857e-05	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other;Other;Other;Other	0.0	5.44818098857e-05	0.0	5.44818098857e-05	2.72409049429e-05	6.81022623572e-05	8.17227148286e-05	8.17227148286e-05	2.72409049429e-05	5.44818098857e-05	0.0	1.36204524714e-05	0.0	0.0	0.000163445429657	0.0	0.0	2.72409049429e-05	0.0	1.36204524714e-05	0.0	9.53431673e-05	2.72409049429e-05	1.36204524714e-05	0.0	1.36204524714e-05	1.36204524714e-05	0.0	0.0	0.0	1.36204524714e-05	5.44818098857e-05	5.44818098857e-05	0.0	0.0	0.0	0.0	4.08613574143e-05	0.000108963619771	0.0	1.36204524714e-05	2.72409049429e-05	2.72409049429e-05	0.0	5.44818098857e-05	0.0	2.72409049429e-05	5.44818098857e-05	2.72409049429e-05	2.72409049429e-05	0.0	1.36204524714e-05	0.0	4.08613574143e-05
k__Bacteria;p__;c__;o__;f__	0.0	0.0	0.0001906863346	0.0	0.0	0.0	0.0	2.72409049429e-05	0.0	2.72409049429e-05	0.0	1.36204524714e-05	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	4.08613574143e-05	0.0	5.44818098857e-05	0.000108963619771	5.44818098857e-05	9.53431673e-05	0.000449474931557	0.0001906863346	0.000204306787071	0.0	0.0	0.0	0.0	0.0	2.72409049429e-05	0.0	0.0	0.0	0.0	0.0	2.72409049429e-05	0.0	1.36204524714e-05	0.0	0.0	0.0	2.72409049429e-05	0.0	0.0	2.72409049429e-05	0.0	1.36204524714e-05	0.0	2.72409049429e-05	0.0	0.0
k__Bacteria;p__AD3;c__ABS-6;o__;f__	8.17227148286e-05	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	1.36204524714e-05	2.72409049429e-05	0.0	2.72409049429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08613574143e-05	2.72409049429e-05	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	4.08613574143e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72409049429e-05	6.81022623572e-05	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3;c__JG37-AG-4;o__;f__	0.000599299908743	0.000326890859314	0.000653781718629	0.000136204524714	0.000217927239543	0.000231547692014	0.000122584072243	0.000122584072243	0.000245168144486	0.00153911112927	0.00175703836881	0.00178427927376	0.000558438551329	0.000367752216729	0.000939811220529	2.72409049429e-05	4.08613574143e-05	4.08613574143e-05	0.000612920361214	0.000721883980986	0.000531197646386	1.36204524714e-05	0.0	4.08613574143e-05	0.000463095384029	0.000844468053229	0.000980672577943	0.0	1.36204524714e-05	0.0	0.00119859981749	0.0008580885057	0.00115773846007	0.0	0.0	0.0	0.0	0.0	0.0	0.000231547692014	0.000245168144486	0.000108963619771	2.72409049429e-05	2.72409049429e-05	2.72409049429e-05	0.0001906863346	8.17227148286e-05	9.53431673e-05	0.000163445429657	1.36204524714e-05	1.36204524714e-05	0.000789986243343	0.000394993121672	0.000503956741443
k__Bacteria;p__Acidobacteria;Other;Other;Other	4.08613574143e-05	0.0	1.36204524714e-05	2.72409049429e-05	0.0	1.36204524714e-05	0.0	2.72409049429e-05	0.0	8.17227148286e-05	1.36204524714e-05	0.000163445429657	0.0	4.08613574143e-05	2.72409049429e-05	8.17227148286e-05	0.000136204524714	0.000177065882129	4.08613574143e-05	0.0	5.44818098857e-05	0.0	0.0	0.0	1.36204524714e-05	8.17227148286e-05	0.000163445429657	0.0	0.0	0.0	0.0	2.72409049429e-05	0.0	0.000640161266157	0.000449474931557	0.000640161266157	9.53431673e-05	0.0	0.0	5.44818098857e-05	4.08613574143e-05	2.72409049429e-05	8.17227148286e-05	0.000108963619771	0.000122584072243	0.0	4.08613574143e-05	0.0	2.72409049429e-05	0.0	2.72409049429e-05	0.0	0.000136204524714	1.36204524714e-05
