Centralia_C01	Centralia_C02	Centralia_C03	Centralia_C04	Centralia_C05	Centralia_C06	Centralia_C07	Centralia_C08	Centralia_C09	Centralia_C10	Centralia_C11	Centralia_C12	Centralia_C13	Centralia_C14	Centralia_C15	Centralia_C16	Centralia_C17	Centralia_C18
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae;g__Nitrosopumilus	0.000254248	0.000190686	8.17E-05	4.09E-05	6.36E-05	4.09E-05	4.54E-05	7.26E-05	1.82E-05	5.45E-05	2.72E-05	6.36E-05	0.000186146	9.08E-06	0.000113504	0.000108964	4.54E-05	0.000167986
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__SAGMA-X;Other	0	0	0	2.72E-05	9.08E-06	0	9.53E-05	0	0.000208847	0	0	8.63E-05	0	9.08E-06	0.000158905	4.54E-06	0	0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__SAGMA-X;g__	9.08E-06	0	4.09E-05	0.006882869	0.002914777	9.53E-05	0.026164889	0.000199767	0.037192916	0.00151641	0.000245168	0.010260741	0	3.18E-05	0.019622532	0.003450515	0	4.54E-06
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrosocaldales;f__Nitrosocaldaceae;g__Candidatus Nitrosocaldus	0	0	0	0	0	0	0	0	0	0	0	0	0.000104423	0	0	0	0	0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrososphaera	0.001979506	0.001448308	0.000948892	0.000513037	0.001080556	0.000276949	0.00030873	0.001648075	0.001053315	0.000758205	0.001112337	0.001679856	0.00361396	0.005053188	0.002896616	0.008054228	0.004976005	0.001766119
k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__;f__;g__	0	0	0	0	0	0	0	0	0	0.000531198	0	0	0	0	0.000394993	0	0	0
k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;Other	0	0	0	0	0	0	0	0	0	0	0	0	0.000354132	0	5.45E-05	0	0	0
k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__	0	0	0	0	0	0	0	0	0	1.82E-05	0	0	0	0	0	0	0	0
k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__YNPFFA;f__;g__	0	0	0	0	0	0	0	0	8.63E-05	0.000140745	0	4.54E-06	0	0	0	0	0	0
k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__YNPFFA;f__SK322;g__	4.99E-05	1.36E-05	3.18E-05	4.54E-06	4.09E-05	4.54E-05	4.09E-05	1.36E-05	0.16256464	0.011722669	9.08E-06	0.000635621	0	2.27E-05	0.000108964	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium	0	0	1.36E-05	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__pMC1;g__pMC1A4	1.36E-05	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	4.54E-06
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Candidatus Methanoregula	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina	1.36E-05	1.82E-05	0	0	0	0	4.54E-06	0	0	4.54E-06	1.82E-05	9.08E-06	4.54E-06	1.36E-05	0	0	0	4.54E-06
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;Other;Other	9.08E-06	0	0	0	0	0	0	0	4.54E-06	0	9.08E-06	0	0	4.54E-06	0	0	0	9.08E-06
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__;g__	2.27E-05	0	0	0	0	0	9.08E-06	0.000163445	0	0	2.72E-05	0	0	1.82E-05	7.26E-05	0.001157738	1.36E-05	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__CCA47;g__	1.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__DHVEG-1;g__	0	0	0	0	2.72E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];Other	0	1.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82E-05	0	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__	0.000635621	0.000567519	0.000513037	0.001411987	0.000776366	0.00813141	0.000404073	0.000217927	0.001407447	0.000467636	4.54E-05	0.000258789	0.000363212	0.000177066	0.000136205	0.000131664	0.000108964	0.00029057
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__Methanomassiliicoccus	3.63E-05	0	0	0	0	0	9.08E-06	0	0	0	0	4.54E-06	0	4.54E-06	1.82E-05	0	0	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__vadinCA11	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Picrophilaceae;g__Thermogymnomonas	0	0	0	0	0	0	0	0	0	0.001607213	0	0	0	0	0	0	0	0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114;f__;g__	0	1.82E-05	4.54E-06	0	0	0	0	0	0	4.54E-06	0	0	4.54E-06	0	0	0	0	0
k__Bacteria;Other;Other;Other;Other;Other	1.82E-05	4.99E-05	6.36E-05	2.27E-05	5.45E-05	9.08E-06	4.54E-06	4.54E-05	9.08E-06	0	4.09E-05	0	4.99E-05	1.36E-05	2.72E-05	2.72E-05	1.82E-05	1.82E-05
k__Bacteria;p__;c__;o__;f__;g__	6.36E-05	0	9.08E-06	1.36E-05	4.54E-06	0	3.18E-05	8.63E-05	0.000281489	0	9.08E-06	0	9.08E-06	4.54E-06	9.08E-06	9.08E-06	4.54E-06	9.08E-06
k__Bacteria;p__AD3;c__ABS-6;o__;f__;g__	2.72E-05	4.54E-06	4.54E-06	1.82E-05	0	0	2.27E-05	4.54E-06	0	4.54E-06	1.36E-05	0	0	3.18E-05	0	9.08E-06	0	0
k__Bacteria;p__AD3;c__JG37-AG-4;o__;f__;g__	0.000526657	0.000195226	0.000163445	0.001693476	0.000622001	3.63E-05	0.000622001	1.82E-05	0.000762745	4.54E-06	0.001071476	0	0	0.000195226	2.72E-05	0.000122584	6.36E-05	0.000562979
k__Bacteria;p__Acidobacteria;Other;Other;Other;Other	1.82E-05	1.36E-05	9.08E-06	8.63E-05	2.27E-05	0.000131664	3.18E-05	0	8.63E-05	0	9.08E-06	0.000576599	3.18E-05	4.09E-05	0.000104423	1.36E-05	1.82E-05	4.99E-05
k__Bacteria;p__Acidobacteria;c__;o__;f__;g__	0.000544818	0.000322351	0.000181606	4.99E-05	0.000326891	9.53E-05	9.53E-05	0.004417567	0.000245168	0.000145285	7.72E-05	6.36E-05	0.000449475	9.99E-05	0.000213387	8.63E-05	0.004413027	0.000413154
k__Bacteria;p__Acidobacteria;c__AT-s2-57;o__;f__;g__	0	1.36E-05	0	0	2.27E-05	0	4.54E-06	0	1.82E-05	0	0	0	0	0	0	0	0	4.54E-06
k__Bacteria;p__Acidobacteria;c__AT-s54;o__;f__;g__	0	9.08E-06	0	0	0	0	0	0.000208847	4.54E-06	0	0	0	1.36E-05	0	0	0	4.09E-05	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__;g__	0.01021988	0.007559351	0.012321969	0.003818267	0.005943057	0.00300558	0.005443641	0.019300181	0.003654821	0.002488003	0.003545858	0.004971465	0.006805686	0.005139451	0.003836427	0.007273322	0.010973545	0.008344797
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;Other;Other;Other	0	0	0	0	0	0	0	9.08E-06	4.54E-06	0	0	0	0	0	0	0	9.08E-06	4.54E-06
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__BPC015;f__;g__	0	2.72E-05	1.36E-05	0	0	0	9.08E-06	9.08E-06	9.08E-06	4.54E-06	0	0	5.90E-05	0	1.36E-05	9.08E-06	0	9.08E-06
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__;g__	0.000276949	0.000367752	0.000158905	8.17E-05	0.000449475	8.17E-05	8.17E-05	0.003709303	8.17E-05	6.81E-05	0.000190686	9.08E-06	0.000208847	4.54E-05	8.17E-05	0.000213387	0.001257622	0.000281489
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;Other;Other	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	0.010387865	0.008866915	0.007772738	0.006392532	0.006496956	0.003441434	0.005534444	0.048420709	0.003468675	0.002188353	0.002769492	0.001552732	0.007904403	0.003105463	0.003141784	0.005493582	0.035286052	0.007740957
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__RB40;g__	0.000499417	0.000531198	0.001330264	0.000980673	0.000526657	0.001039695	0.000227008	0.002887536	0.000463095	0.000163445	6.81E-05	9.99E-05	0.000522117	0.000177066	0.00028603	0.000217927	0.0024199	0.000472176
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424;g__	0.000363212	0.000413154	0.000149825	3.63E-05	0.000204307	1.82E-05	4.09E-05	0.000690103	9.08E-05	0.000104423	3.63E-05	2.72E-05	0.000363212	0.000140745	7.72E-05	5.45E-05	0.000140745	0.000227008
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;Other;Other	0	1.36E-05	3.18E-05	0	4.54E-06	1.36E-05	1.82E-05	0	4.54E-06	2.72E-05	1.36E-05	4.54E-06	0	4.54E-06	1.82E-05	0	0	9.08E-06
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__;g__	4.54E-06	7.26E-05	4.54E-06	2.72E-05	0	4.54E-06	0.000245168	0	0.004195099	0.000186146	2.27E-05	0.000517577	0	0.000127124	3.18E-05	1.82E-05	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;Other	1.82E-05	6.36E-05	3.18E-05	7.72E-05	0.000154365	0.000544818	0.000317811	9.08E-06	4.54E-06	0.000118044	0.000799067	0.000149825	0	2.27E-05	0.000118044	4.54E-05	4.54E-06	0.000240628
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__	0.013688555	0.052170873	0.021220665	0.012721503	0.044761347	0.023708668	0.016635113	0.001598133	0.009838507	0.016512529	0.044697785	0.02137503	2.72E-05	0.029465579	0.033442751	0.030791303	0.003999873	0.032925174
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidicapsa	0	4.54E-06	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter	0.001098716	0.000322351	0.000658322	0.000349592	9.08E-05	0.003827347	0.000281489	0.000394993	0.000131664	0.000127124	0.000522117	9.08E-06	0	0.000154365	3.63E-05	0.000118044	0.001480089	0.00121222
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus	0.000204307	3.18E-05	4.09E-05	2.72E-05	9.08E-06	0.000326891	1.82E-05	1.36E-05	4.09E-05	0.000181606	0.000540278	0.000131664	0	2.72E-05	8.17E-05	7.72E-05	0.000108964	7.72E-05
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;Other	2.27E-05	2.27E-05	6.81E-05	0.000249708	9.99E-05	0.000140745	0.000249708	0	4.54E-06	9.99E-05	0.000154365	4.54E-05	0	0.000177066	4.99E-05	8.63E-05	4.54E-06	0.000108964
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__	0.039980568	0.03943121	0.116690956	0.157665818	0.111660469	0.083961009	0.145339308	0.007845381	0.004721757	0.000821767	0.07855369	0.111260936	0.006669482	0.046818035	0.042232483	0.189787385	0.043381141	0.085286733
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus Koribacter	0.030478032	0.009684142	0.009774945	0.054023255	0.006197306	0.018401231	0.024657559	0.00811325	0.000481256	0.00301466	0.076388038	0.004313143	0.00089441	0.015141403	0.003100923	0.01715723	0.019840459	0.009579718
k__Bacteria;p__Acidobacteria;c__BPC102;o__;f__;g__	0	0	0	0	0	0	0	0.000127124	0	0	0	0	0	2.72E-05	0	0	3.63E-05	0
k__Bacteria;p__Acidobacteria;c__BPC102;o__B110;f__;g__	0.002279156	0.001843301	0.000921651	0.000267869	0.00091711	0.000122584	0.000276949	0.000340511	0.000735504	0.000499417	0.000158905	0.000263329	0.001330264	0.000385913	0.000567519	0.000490336	0.000149825	0.00121676
k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__;g__	0.000740045	0.000721884	0.000417694	4.54E-05	0.000431314	9.99E-05	0.000104423	0.000231548	0.000331431	0.000136205	6.36E-05	9.08E-05	0.000503957	0.000240628	0.000213387	0.00029511	8.17E-05	0.000558439
k__Bacteria;p__Acidobacteria;c__DA052;o__E29;f__;g__	0	0	0	0	0	1.36E-05	0	0	0	0	0	4.54E-06	0.025974203	0	0	0	1.36E-05	0
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__;g__	0.08217219	0.094884612	0.087883699	0.125258221	0.109077124	0.10868213	0.065441734	0.006342591	0.223452603	0.049178914	0.026664306	0.050763426	0.013752117	0.006596839	0.035794549	0.019754196	0.029819711	0.134515589
k__Bacteria;p__Acidobacteria;c__EC1113;o__;f__;g__	1.82E-05	6.36E-05	0.001475549	0.0011986	0.000376833	0.000399533	0.001094176	0.001184979	4.54E-06	0.000122584	6.81E-05	0.000767285	0.001607213	0.000703723	0.002260995	0.000749125	0.000549358	0.000267869
k__Bacteria;p__Acidobacteria;c__GAL08;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0.002524324	0	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__	0.000372292	0.000276949	9.99E-05	9.99E-05	0.000195226	2.72E-05	6.81E-05	0.000217927	0.00030873	6.36E-05	3.18E-05	2.27E-05	0.000131664	0.000122584	4.09E-05	6.36E-05	4.54E-05	0.000149825
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix	0.000231548	0.00028603	0.000131664	3.18E-05	5.45E-05	9.99E-05	0.000127124	6.81E-05	0.000122584	8.17E-05	4.09E-05	3.18E-05	0.000217927	5.90E-05	6.36E-05	7.72E-05	1.36E-05	0.000149825
k__Bacteria;p__Acidobacteria;c__OS-K;o__;f__;g__	0	4.54E-06	0	0	1.82E-05	0	0	0	0	0	0	0	4.99E-05	0	0	0	0	0
k__Bacteria;p__Acidobacteria;c__PAUC37f;o__;f__;g__	0.001221301	0.001611754	0.000658322	0.000136205	0.000821767	0.000172526	0.000204307	0.006487876	0.000463095	0.000354132	9.99E-05	0.000167986	0.001271242	0.000376833	0.000567519	0.000481256	0.003432354	0.001003373
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__;g__	0.001166819	0.001089636	0.000549358	0.000158905	0.000472176	8.63E-05	0.000145285	0.008340257	0.000535738	0.000258789	0.000108964	0.000140745	0.000712804	0.000331431	0.000385913	0.000467636	0.006247248	0.000971592
k__Bacteria;p__Acidobacteria;c__S035;o__;f__;g__	0.00031327	0.000199767	5.90E-05	1.82E-05	9.53E-05	3.18E-05	2.27E-05	0.000749125	7.72E-05	8.17E-05	2.72E-05	5.45E-05	0.000154365	7.72E-05	7.26E-05	4.99E-05	0.000703723	0.000154365
k__Bacteria;p__Acidobacteria;c__Solibacteres;Other;Other;Other	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	9.08E-06	0	0	0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__JH-WHS99;f__;g__	0.000158905	4.99E-05	0.00028603	6.81E-05	0.000376833	0.011600085	5.45E-05	0.000227008	3.18E-05	1.36E-05	4.54E-06	9.08E-06	4.99E-05	5.90E-05	2.27E-05	2.72E-05	5.45E-05	0.000108964
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;Other;Other	4.09E-05	4.54E-05	0.000181606	0.000240628	0.000222467	0.000177066	0.000921651	2.72E-05	9.08E-06	7.72E-05	0.001902323	0.00028603	0.000826307	0.002138411	0.000785446	0.000880789	5.90E-05	0.000204307
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__;g__	0.013180058	0.02257363	0.039917006	0.040770554	0.040193955	0.042586615	0.057432908	0.011468421	0.002201973	0.008004286	0.035694666	0.025865239	0.005389159	0.017329756	0.022827878	0.013148277	0.017997158	0.025774436
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__AKIW659;g__	0.00029057	0.000454015	0.000127124	0.000245168	0.000186146	4.54E-05	5.45E-05	6.81E-05	0.000149825	0.000140745	3.63E-05	4.09E-05	0.000467636	0.000149825	0.000435854	0.000163445	0.000131664	0.000399533
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__MVS-65;g__	0	0	4.54E-06	0	0	0	2.72E-05	0	0	0	4.54E-06	0	0	0	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__OPB3;g__	0	0	0	0	0	0	0	0	0	0	0	0	0.007395906	0	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PAUC26f;g__	0	4.54E-05	5.45E-05	9.08E-06	4.99E-05	0.000118044	4.54E-06	0.000862629	1.36E-05	9.08E-06	4.54E-06	0.000208847	0.00390907	0.000971592	0.000803607	0.00059022	0.000104423	1.82E-05
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PK34;g__	0	0	1.36E-05	0	0	0	1.82E-05	0	0	0	0	0	4.54E-05	0	0	4.54E-06	0	0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;Other	0	4.54E-05	1.36E-05	0	1.82E-05	1.82E-05	2.72E-05	0	0	0.000149825	3.18E-05	7.26E-05	9.08E-06	4.09E-05	9.08E-05	4.54E-05	4.54E-06	2.27E-05
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__	0.001457388	0.009289149	0.00180698	0.001144118	0.003064602	0.002923857	0.001761579	0.000426774	0.001066935	0.080474173	0.032262312	0.023027645	0.000222467	0.036271265	0.014428599	0.024117281	0.000785446	0.003259828
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter	0.010941763	0.008767031	0.021529395	0.027835665	0.028385023	0.041269971	0.033606196	0.010287982	0.000789986	0.002033988	0.027626818	0.046073451	0.001557272	0.008521863	0.056148045	0.020299014	0.012871328	0.017797391
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae];g__	4.54E-06	0	1.82E-05	4.54E-06	9.08E-06	0	0	0.000127124	0	4.54E-06	2.72E-05	1.36E-05	1.36E-05	0.000444935	0	0	9.08E-05	1.36E-05
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__;g__	0.000535738	0.000431314	0.000631081	0.0036185	0.001057855	0.000145285	0.001248541	0.00631535	0.000213387	0.000127124	6.36E-05	4.99E-05	0.000345051	0.000167986	0.000440395	0.000567519	0.001076016	0.00392723
k__Bacteria;p__Acidobacteria;c__TM1;o__;f__;g__	0.005207553	0.004458428	0.028711914	0.004231421	0.012839547	0.00420872	0.009298229	0.001057855	0.067947897	0.168471377	0.001384746	0.099656311	0.000154365	0.084678353	0.053514758	0.003781946	0.000227008	0.000281489
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__;f__;g__	4.54E-06	1.36E-05	0	0	0	0	4.54E-06	9.08E-06	0	0	0	0	0.001743418	0.000158905	4.09E-05	9.53E-05	0.000113504	9.08E-06
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24;f__;g__	0.000935271	0.000740045	0.002456222	0.000118044	0.000853548	0.000245168	0.000145285	0.004099756	0.000349592	0.000208847	0.000140745	0.000158905	0.005811393	0.000376833	0.000213387	0.001720717	0.001293943	0.000758205
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__;g__	2.72E-05	5.45E-05	3.63E-05	0	9.08E-06	4.54E-06	0	0.000204307	2.27E-05	4.54E-06	4.54E-06	1.36E-05	4.54E-05	1.82E-05	2.27E-05	2.27E-05	0.000136205	6.36E-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__Ellin7246;f__;g__	0	0	9.08E-06	4.54E-06	0	0.000272409	0.000254248	6.36E-05	0	0	0.001175899	0	0	0.001026074	0.001702557	0.002901156	0.000435854	4.54E-06
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29;f__;g__	0.000326891	0.000213387	0.000131664	2.27E-05	0.000154365	3.18E-05	1.36E-05	0.001448308	0.000122584	3.63E-05	4.09E-05	3.63E-05	0.005761451	5.45E-05	4.99E-05	0.005016867	0.00088987	0.000145285
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__	0.000522117	0.000576599	0.000145285	5.45E-05	0.000254248	2.27E-05	8.63E-05	0.000222467	0.000217927	6.36E-05	2.72E-05	0.000236088	0.000703723	0.000204307	0.000985213	0.000885329	0.000440395	0.000254248
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075;g__	0.002801273	0.003105463	0.001480089	0.000426774	0.001693476	0.000326891	0.000508497	0.001861462	0.001430148	0.000808147	0.000281489	0.000435854	0.004231421	0.00120768	0.001262162	0.000794526	0.005879495	0.002451681
k__Bacteria;p__Acidobacteria;c__iii1-8;Other;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__;f__;g__	0	0	0	0	0	0	0	6.81E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__;g__	0.000272409	0.000372292	0.000140745	5.45E-05	9.99E-05	2.72E-05	2.72E-05	0.000640161	6.81E-05	0.000108964	1.82E-05	3.63E-05	0.000204307	6.36E-05	0.000131664	5.45E-05	0.00149825	0.000149825
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__;g__	0.001393826	0.000553898	0.00029965	0.000354132	0.000267869	2.72E-05	0.000449475	0.001893243	0.00028603	0.000104423	0.000481256	6.81E-05	0.00090803	0.00029057	0.000245168	0.001230381	0.00119406	0.000681023
